Date,CORESTICKM159SFRBATL
1982-11-21,5.5742991622
1982-11-28,5.4394160635999995
1982-12-05,5.0933474128
1982-12-12,4.8821618606
1982-12-19,4.6709763084
1982-12-26,4.4597907562
1983-01-02,4.2779388285
1983-01-09,4.307272453
1983-01-16,4.336606077500001
1983-01-23,4.365939702
1983-01-30,4.3952733265
1983-02-06,4.4109287718
1983-02-13,4.3972505926
1983-02-20,4.3835724134000005
1983-02-27,4.3698942342
1983-03-06,4.4022391522
1983-03-13,4.4482622494
1983-03-20,4.4942853466
1983-03-27,4.5403084438
1983-04-03,4.5066091304
1983-04-10,4.4268867198
1983-04-17,4.3471643092
1983-04-24,4.2674418986
1983-05-01,4.037311390833334
1983-05-08,3.8869032936666668
1983-05-15,3.7364951965
1983-05-22,3.586087099333333
1983-05-29,3.4356790021666663
1983-06-05,3.1447096042
1983-06-12,3.0041483034
1983-06-19,2.8635870026
1983-06-26,2.7230257018
1983-07-03,2.5400357996
1983-07-10,2.4976071982
1983-07-17,2.4551785968
1983-07-24,2.4127499954
1983-07-31,2.370321394
1983-08-07,2.354906281
1983-08-14,2.339491168
1983-08-21,2.324076055
1983-08-28,2.308660942
1983-09-04,2.3723797358
1983-09-11,2.4515136426
1983-09-18,2.5306475494
1983-09-25,2.6097814562
1983-10-02,2.713677800166667
1983-10-09,2.738440237333333
1983-10-16,2.7632026745
1983-10-23,2.787965111666667
1983-10-30,2.812727548833333
1983-11-06,2.9693129374
1983-11-13,3.1011358888
1983-11-20,3.2329588402
1983-11-27,3.3647817915999996
1983-12-04,3.6883991841999997
1983-12-11,3.8801936254
1983-12-18,4.0719880665999995
1983-12-25,4.2637825078
1984-01-01,4.4581475425
1984-01-08,4.460718136
1984-01-15,4.4632887295
1984-01-22,4.465859323
1984-01-29,4.4684299165
1984-02-05,4.4786485981999995
1984-02-12,4.486296686399999
1984-02-19,4.4939447746
1984-02-26,4.5015928628
1984-03-04,4.5351580636
1984-03-11,4.5610751762
1984-03-18,4.586992288799999
1984-03-25,4.6129094014
1984-04-01,4.6377186943333335
1984-04-08,4.636610874666666
1984-04-15,4.635503055
1984-04-22,4.634395235333334
1984-04-29,4.633287415666667
1984-05-06,4.6445366042
1984-05-13,4.6568936124
1984-05-20,4.6692506206
1984-05-27,4.6816076288
1984-06-03,4.7097810311999995
1984-06-10,4.725597425399999
1984-06-17,4.7414138196
1984-06-24,4.7572302138
1984-07-01,4.79113265
1984-07-08,4.809218692
1984-07-15,4.827304734
1984-07-22,4.8453907759999995
1984-07-29,4.863476818
1984-08-05,4.9088258102
1984-08-12,4.9360887604
1984-08-19,4.9633517106000005
1984-08-26,4.9906146608
1984-09-02,5.0387842314
1984-09-09,5.0596908518
1984-09-16,5.0805974722
1984-09-23,5.1015040926
1984-09-30,5.122410713
1984-10-07,5.1151751476
1984-10-14,5.1079395822
1984-10-21,5.1007040168
1984-10-28,5.093468451400001
1984-11-04,5.0592662606
1984-11-11,5.0322996352
1984-11-18,5.0053330098
1984-11-25,4.9783663844
1984-12-02,4.965309310833334
1984-12-09,4.9792188626666665
1984-12-16,4.9931284145
1984-12-23,5.007037966333334
1984-12-30,5.0209475181666665
1985-01-06,4.970767608
1985-01-13,4.906678146
1985-01-20,4.842588684
1985-01-27,4.778499222
1985-02-03,4.7435462876
1985-02-10,4.7726828152
1985-02-17,4.8018193428
1985-02-24,4.8309558703999995
1985-03-03,4.8781489644
1985-03-10,4.8962055308
1985-03-17,4.9142620972
1985-03-24,4.932318663599999
1985-03-31,4.95037523
1985-04-07,4.908870245799999
1985-04-14,4.8673652616
1985-04-21,4.8258602773999995
1985-04-28,4.7843552932
1985-05-05,4.7991224612
1985-05-12,4.8553946134
1985-05-19,4.9116667656
1985-05-26,4.9679389178
1985-06-02,5.027883095
1985-06-09,5.03155512
1985-06-16,5.0352271449999995
1985-06-23,5.03889917
1985-06-30,5.042571195
1985-07-07,5.0209485854
1985-07-14,4.9993259758
1985-07-21,4.9777033662
1985-07-28,4.9560807566
1985-08-04,4.9338561746
1985-08-11,4.9332542022
1985-08-18,4.9326522298
1985-08-25,4.9320502574
1985-09-01,4.9049162488333335
1985-09-08,4.878384212666667
1985-09-15,4.8518521765
1985-09-22,4.825320140333333
1985-09-29,4.7987881041666665
1985-10-06,4.7932750704
1985-10-13,4.8142940728
1985-10-20,4.8353130752
1985-10-27,4.8563320776
1985-11-03,4.928757329200001
1985-11-10,4.9801635784
1985-11-17,5.0315698276
1985-11-24,5.0829760768
1985-12-01,5.1145562443333334
1985-12-08,5.094730162666667
1985-12-15,5.074904081
1985-12-22,5.055077999333333
1985-12-29,5.035251917666667
1986-01-05,5.0685312576
1986-01-12,5.1216366792
